source,relation,target
Etudiant_P01517,possede,Competence_esprit_d_analyse
Parcours_Tourisme_Environnement_et_Hotellerie,enseigne,Matiere_Technique_d_agence
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_Base_de_Donnees
Parcours_Electromecanique_et_Informatique_Industrielle,prepareA,Metier_Ingenieur_en_maintenance_industrielle_Responsable_Maintenance
Etudiant_P00866,prefere,Matiere_Mathematiques
Etudiant_P01210,possede,Competence_sens_de_l_observation
Competence_Maintenance_Hardware_Microcontroleurs,estRequisePour,Metier_Ingenieur_de_maintenance_electronique
Competence_Administration_reseaux_GSM_etc,estRequisePour,Metier_Architecte_Reseaux
Competence_Management_hotelier_Restauration,estRequisePour,Metier_Directeur_d_etablissement_hotelier
Etudiant_P00452,estOrienteVers,Parcours_Commerce_et_Administration_des_Affaires
Parcours_Economie_et_Management_de_Projet,necessite,Prerequis_Baccalaureat_serie_C
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,enseigne,Matiere_Procedure_penale
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,prepareA,Metier_Developpeur_multimedia_Webmaster
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Securite_alimentaire
Competence_HSE_Risques_industriels,estRequisePour,Metier_Responsable_Securite_et_Environnement
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,developpe,Competence_Maitrise_de_la_pharmacologie_moleculaire_cellulaire_et_des_grandes_fonctions
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Biologie_Animale
Competence_Developpement_rural_Vulgarisation,estRequisePour,Metier_Responsable_de_projet_rural
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Crevetticulture
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Dessin
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Amenagement_hydrogricole
Parcours_Tourisme_Environnement_et_Hotellerie,enseigne,Matiere_Geographie_Rurale
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Intelligence_Artificielle
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Constructions_Metalliques
Etudiant_P00192,estOrienteVers,Parcours_Tourisme_Environnement_et_Hotellerie
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Telecommunication
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Systemes_Multi_Agents
Parcours_Finances_et_Comptabilite,enseigne,Matiere_Economie
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,prepareA,Metier_Delegue_medical_Technico_commercial_en_pharmacie
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,necessite,Prerequis_Baccalaureat_serie_D
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Ossatures_bois
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,prepareA,Metier_Ingenieur_petrolier_prospection_forage_raffinage
Etudiant_P00055,prefere,Matiere_Economie
Etudiant_P01310,aSerieBac,Prerequis_Baccalaureat_serie_D
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Langage_C
Etudiant_P01310,possede,Competence_aisance_relationnelle
Etudiant_P00055,prefere,Matiere_Francais
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Methodologie_des_recherches_experimentales
Etudiant_P00458,prefere,Matiere_Mathematiques
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_PHP
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Physiopathologie
Parcours_Genie_Civil_et_Architecture,developpe,Competence_Conception_architecturale_et_dessin_technique_assiste_AutoCAD_ArchiCAD
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Resistance_des_materiaux
Competence_Production_Audiovisuelle_PAO,estRequisePour,Metier_Infographiste_Monteur_Video
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Gestion_financiere
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_ARCHICAD
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Management
Competence_Gestion_de_production_industrielle,estRequisePour,Metier_Responsable_de_production
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,necessite,Prerequis_Baccalaureat_serie_A1
Etudiant_P01519,possede,Competence_perseverance
Etudiant_P01430,prefere,Matiere_Anglais
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_Pascal
Parcours_Finances_et_Comptabilite,necessite,Prerequis_Baccalaureat_serie_D
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Microcontroleur
Parcours_Tourisme_Environnement_et_Hotellerie,necessite,Prerequis_Baccalaureat_serie_A1
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Technologie_des_froids
Parcours_Finances_et_Comptabilite,enseigne,Matiere_Economie_monetaire
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,prepareA,Metier_Responsable_des_ressources_humaines_Volet_juridique_Droit_du_travail
Etudiant_P01519,possede,Competence_autonomie
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_Informatique_Scientifique
Parcours_Commerce_et_Administration_des_Affaires,prepareA,Metier_Responsable_Marketing_Chef_de_produit_commercial
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_Merise
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,necessite,Prerequis_Baccalaureat_serie_Technique
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Biologie_Cellulaire
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Metallurgie
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Marketing_International
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Economie_mathematique
Etudiant_P00408,aCentreInteret,Interet_Technologie
Etudiant_P01437,aSerieBac,Prerequis_Baccalaureat_serie_A2
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Negociaiton_commerciale
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,enseigne,Matiere_Droit_administratif
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Systemes_Multi_Agents
Etudiant_P01210,possede,Competence_rigueur
Etudiant_P01386,prefere,Matiere_Mathematiques
Etudiant_P01150,prefere,Matiere_SVT
Parcours_Finances_et_Comptabilite,enseigne,Matiere_Fiscalite
Parcours_Economie_et_Management_de_Projet,necessite,Prerequis_Baccalaureat_serie_D
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Petrologie
Etudiant_P00286,prefere,Matiere_Informatique
Etudiant_P00192,prefere,Matiere_Philosophie
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Processus_Stochastique
Etudiant_P00052,prefere,Matiere_SVT
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Management
Etudiant_P01331,possede,Competence_esprit_d_equipe
Etudiant_P01386,possede,Competence_curiosite
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Pharmacologie
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_Informatique_Decisionnelle
Etudiant_P00458,possede,Competence_autonomie
Parcours_Finances_et_Comptabilite,enseigne,Matiere_Gestion_de_projet
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Langage_C
Etudiant_P01386,prefere,Matiere_Francais
Etudiant_P01117,aCentreInteret,Interet_Reseaux_sociaux
Competence_Marketing_International,estRequisePour,Metier_Responsable_export
Parcours_Tourisme_Environnement_et_Hotellerie,developpe,Competence_Gestion_environnementale_des_sites_touristiques_et_eco_marine
Etudiant_P01207,aSerieBac,Prerequis_Baccalaureat_serie_D
Etudiant_P01430,prefere,Matiere_Arts
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Virologie
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,enseigne,Matiere_Droit_de_travail
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,enseigne,Matiere_Droit_des_societes
Etudiant_P01117,prefere,Matiere_Malgache
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_PHP
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,prepareA,Metier_Ingenieur_Machine_Learning_Consultant_IA
Etudiant_P01386,possede,Competence_esprit_d_analyse
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,prepareA,Metier_Specialiste_en_maintenance_de_systemes_informatises
Etudiant_P01467,aCentreInteret,Interet_Hotellerie
Etudiant_P00564,aCentreInteret,Interet_Musique
Etudiant_P00502,possede,Competence_rigueur
Etudiant_P00179,possede,Competence_creativite
Etudiant_P00327,aCentreInteret,Interet_Reseaux_sociaux
Parcours_Agriculture_et_Elevage,prepareA,Metier_Consultant_en_agroecologie_et_environnement
Competence_Marketing_Negociation,estRequisePour,Metier_Chef_de_produit_marketing
Parcours_Genie_Civil_et_Architecture,necessite,Prerequis_Baccalaureat_serie_Technique
Etudiant_P00327,prefere,Matiere_Malgache
Etudiant_P00860,aCentreInteret,Interet_Reseaux_sociaux
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Virologie
Etudiant_P01150,prefere,Matiere_Malgache
Competence_Traitement_Big_Data,estRequisePour,Metier_Ingenieur_Big_Data
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,prepareA,Metier_Ingenieur_systeme_et_reseau
Etudiant_P00052,aCentreInteret,Interet_Gestion
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Bio_informatique
Etudiant_P01430,aCentreInteret,Interet_Robotique
Competence_Ecotourisme_Environnement,estRequisePour,Metier_Responsable_de_site_protege
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Technologie_et_transformation_du_cafe_et_cacao
Etudiant_P01233,prefere,Matiere_Mathematiques
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Emballage_alimentaire
Parcours_Tourisme_Environnement_et_Hotellerie,enseigne,Matiere_Nutrition_humaine
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Protection_integree_des_cultures_et_denrees
Etudiant_P01117,prefere,Matiere_Informatique
Etudiant_P00229,possede,Competence_creativite
Competence_Design_UI_UX_Web,estRequisePour,Metier_UX_Designer_Developpeur_Multimedia
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Bio_informatique
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Econometrie
Etudiant_P01519,prefere,Matiere_Mathematiques
Etudiant_P00179,aSerieBac,Prerequis_Baccalaureat_serie_C
Etudiant_P00052,possede,Competence_esprit_d_equipe
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Structures_des_ordinateurs
Parcours_Finances_et_Comptabilite,enseigne,Matiere_Comptabilite_financiere
Etudiant_P00062,estOrienteVers,Parcours_Agriculture_et_Elevage
Etudiant_P00920,prefere,Matiere_Arts
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Systemes_Multi_Agents
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_Management
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Agroecologie
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Processus_Stochastique
Etudiant_P00192,aSerieBac,Prerequis_Baccalaureat_serie_A2
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Deep_Learning
Etudiant_P01467,prefere,Matiere_EPS
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_UI_UX
Etudiant_P01331,aCentreInteret,Interet_Agriculture
Parcours_Commerce_et_Administration_des_Affaires,necessite,Prerequis_Baccalaureat_serie_A1
Etudiant_P00055,estOrienteVers,Parcours_Finances_et_Comptabilite
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Programmation_Logique
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Gestion_de_projet_de_developpement
Parcours_Finances_et_Comptabilite,enseigne,Matiere_Finance_publique
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Algorithme_Avance
Parcours_Finances_et_Comptabilite,enseigne,Matiere_Economie_internationale
Etudiant_P00697,aCentreInteret,Interet_Nature
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Macroeconomie
Parcours_Electromecanique_et_Informatique_Industrielle,appartientAMention,Mention_Genie_Industriel
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Electricite
Etudiant_P00327,aSerieBac,Prerequis_Baccalaureat_serie_C
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Economie_industrielle
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Atomistique
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Semiologie
Etudiant_P00477,possede,Competence_autonomie
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_SGBDR
Etudiant_P00448,aCentreInteret,Interet_Actualite_et_politique
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Physiologie_medicale
Parcours_Tourisme_Environnement_et_Hotellerie,enseigne,Matiere_Sites_touristiques
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Zootechnie
Etudiant_P01150,prefere,Matiere_Economie
Parcours_Commerce_et_Administration_des_Affaires,developpe,Competence_Gestion_administrative_organisationnelle_et_management_d_entreprise
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Thermophysique
Etudiant_P01331,prefere,Matiere_Physique_Chimie
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Politique_economique
Competence_Thermodynamique_Froid,estRequisePour,Metier_Expert_en_genie_climatique_industriel
Etudiant_P00570,aCentreInteret,Interet_Urbanisme
Etudiant_P00052,prefere,Matiere_Economie
Etudiant_P00458,possede,Competence_esprit_d_analyse
Etudiant_P00448,prefere,Matiere_EPS
Etudiant_P01207,aCentreInteret,Interet_Actualite_et_politique
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Viandes
Parcours_Finances_et_Comptabilite,developpe,Competence_Gestion_de_tresorerie_ingenierie_financiere_et_technique_bancaire
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Geologie_Appliquee
Parcours_Electromecanique_et_Informatique_Industrielle,prepareA,Metier_Ingenieur_en_bureau_d_etudes_mecanique
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Thermodynamique
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_AUTOCAD
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Calcul_des_structures
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Physique_nucleaire
Parcours_Finances_et_Comptabilite,enseigne,Matiere_Choix_d_investissement
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Management
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Organisation
Etudiant_P01519,prefere,Matiere_Physique_Chimie
Parcours_Finances_et_Comptabilite,enseigne,Matiere_Technique_bancaire
Etudiant_P00179,aCentreInteret,Interet_Musique
Etudiant_P00920,aCentreInteret,Interet_Langues_etrangeres
Competence_Analyses_en_laboratoire,estRequisePour,Metier_Technicien_Ingenieur_de_laboratoire
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Pharmacotechnie
Etudiant_P01210,prefere,Matiere_Malgache
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Deep_Learning
Parcours_Genie_Civil_et_Architecture,appartientAMention,Mention_Genie_Civil_et_Architecture
Etudiant_P00055,aCentreInteret,Interet_Debat_et_droit
Parcours_Finances_et_Comptabilite,necessite,Prerequis_Baccalaureat_serie_OSE
Competence_Informatique_Decisionnelle_BI,estRequisePour,Metier_Responsable_Business_Intelligence
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Processus_Stochastique
Etudiant_P00458,prefere,Matiere_Anglais
Etudiant_P00210,prefere,Matiere_Malgache
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Programmation_Logique
Etudiant_P01519,aSerieBac,Prerequis_Baccalaureat_serie_C
Parcours_Industries_Agroalimentaires,prepareA,Metier_Responsable_logistique_de_denrees_perissables
Competence_Raffinage_Petrochimie,estRequisePour,Metier_Ingenieur_Petrolier
Etudiant_P00458,aCentreInteret,Interet_Gestion
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Theorie_des_jeux
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_Combinatoire_et_probabilites
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,necessite,Prerequis_Baccalaureat_serie_S
Etudiant_P00229,possede,Competence_autonomie
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_HTML_CSS
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Science_et_technique_petrolieres
Etudiant_P01210,possede,Competence_esprit_d_equipe
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Culture_des_plantes
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Economie_bleu
Competence_Droit_foncier_Minier,estRequisePour,Metier_Juriste_specialise_en_ressources
Etudiant_P00066,possede,Competence_autonomie
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Reseaux_de_Neurones_Artificiels
Parcours_Industries_Agroalimentaires,developpe,Competence_Recherche_et_Developpement_R_D_de_nouveaux_produits_alimentaires
Etudiant_P01519,aCentreInteret,Interet_Sport
Etudiant_P01386,estOrienteVers,Parcours_Genie_Civil_et_Architecture
Etudiant_P00014,aSerieBac,Prerequis_Baccalaureat_serie_C
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_SGBDR
Competence_Biochimie_R_D,estRequisePour,Metier_Charge_de_R_D_alimentaire
Parcours_Economie_et_Management_de_Projet,necessite,Prerequis_Baccalaureat_serie_OSE
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Marketing_International
Etudiant_P01150,aCentreInteret,Interet_Musique
Etudiant_P01437,prefere,Matiere_Economie
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Mine_avancee
Competence_Genie_des_procedes_Chimie,estRequisePour,Metier_Ingenieur_Chimiste
Parcours_Commerce_et_Administration_des_Affaires,developpe,Competence_Analyse_financiere_gestion_budgetaire_et_comptabilite_financiere
Competence_Exploitation_miniere_Geologie,estRequisePour,Metier_Ingenieur_Minier
Etudiant_P01437,possede,Competence_curiosite
Etudiant_P00860,prefere,Matiere_Histoire_Geo
Etudiant_P01437,prefere,Matiere_Francais
Parcours_Tourisme_Environnement_et_Hotellerie,enseigne,Matiere_Gestion_hoteliere
Etudiant_P01519,aCentreInteret,Interet_Robotique
Competence_Gestion_previsionnelle,estRequisePour,Metier_Planificateur_de_projets
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,enseigne,Matiere_Droit_de_la_communication
Etudiant_P00452,prefere,Matiere_SVT
Etudiant_P01555,possede,Competence_esprit_d_analyse
Etudiant_P00052,aCentreInteret,Interet_Debat_et_droit
Etudiant_P00477,prefere,Matiere_Francais
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,necessite,Prerequis_Baccalaureat_serie_S
Parcours_Tourisme_Environnement_et_Hotellerie,prepareA,Metier_Manager_d_agence_de_voyage_Tour_operateur
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Theorie_des_Signales
Etudiant_P00865,aCentreInteret,Interet_Sport
Etudiant_P00327,possede,Competence_sens_de_l_organisation
Etudiant_P00865,estOrienteVers,Parcours_Commerce_et_Administration_des_Affaires
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Apiculture
Etudiant_P00408,possede,Competence_sens_de_l_observation
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Machine_Learning
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Amenagement_aeroportuaire
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Microbiologie_alimentaire
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_SGBDR
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Electricite_Industrielle
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Pharmacocinetique
Parcours_Finances_et_Comptabilite,enseigne,Matiere_Macroeconomie
Etudiant_P01210,prefere,Matiere_Economie
Etudiant_P00502,aSerieBac,Prerequis_Baccalaureat_serie_S
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Mecanique_des_fluides
Etudiant_P01509,possede,Competence_creativite
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Deep_Learning
Etudiant_P00860,prefere,Matiere_Informatique
Competence_Audit_Fiscalite,estRequisePour,Metier_Auditeur_fiscal
Parcours_Tourisme_Environnement_et_Hotellerie,enseigne,Matiere_Hygiene
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Theorie_des_jeux
Etudiant_P01509,aCentreInteret,Interet_Benevolat_associatif
Parcours_Tourisme_Environnement_et_Hotellerie,prepareA,Metier_Organisateur_d_evenements_congres_et_sejours_MICE
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,prepareA,Metier_Juriste_specialise_Foncier_Minier_Douanes
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Gestion_d_entreprise
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Programmation_Logique
Etudiant_P00014,aCentreInteret,Interet_Industrie
Etudiant_P01310,prefere,Matiere_Informatique
Etudiant_P00179,prefere,Matiere_Francais
Competence_Droit_de_travail_Social,estRequisePour,Metier_Responsable_des_Ressources_Humaines
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,prepareA,Metier_Ingenieur_en_genie_logiciel_Architecte_logiciel
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Virologie
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Marketing
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Economie_de_l_environnement
Parcours_Industries_Agroalimentaires,developpe,Competence_Analyse_biochimique_microbiologique_et_toxicologique_des_aliments
Etudiant_P01467,aSerieBac,Prerequis_Baccalaureat_serie_L
Parcours_Electromecanique_et_Informatique_Industrielle,necessite,Prerequis_Baccalaureat_serie_D
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Hydraulique
Parcours_Industries_Agroalimentaires,developpe,Competence_Pilotage_des_procedes_de_transformation_agroalimentaire_cafe_cacao_lait
Etudiant_P01467,prefere,Matiere_SVT
Etudiant_P00477,aCentreInteret,Interet_Gestion
Etudiant_P00448,aSerieBac,Prerequis_Baccalaureat_serie_A1
Parcours_Electromecanique_et_Informatique_Industrielle,developpe,Competence_Conception_et_programmation_de_systemes_automatises_Grafcet_Automates
Etudiant_P01430,estOrienteVers,Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I
Etudiant_P00408,prefere,Matiere_EPS
Etudiant_P00229,prefere,Matiere_Francais
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,prepareA,Metier_Specialiste_en_communication_digitale_Community_Manager
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Gestion_de_chantier
Parcours_Tourisme_Environnement_et_Hotellerie,developpe,Competence_Conception_promotion_et_vente_de_produits_touristiques_et_ecotouristiques
Etudiant_P00408,aSerieBac,Prerequis_Baccalaureat_serie_S
Etudiant_P00192,possede,Competence_curiosite
Etudiant_P00452,prefere,Matiere_Informatique
Etudiant_P00860,estOrienteVers,Parcours_Tourisme_Environnement_et_Hotellerie
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Matieres_grasses
Etudiant_P01555,aCentreInteret,Interet_Sport
Etudiant_P00066,possede,Competence_esprit_d_analyse
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Arboriculture_fruitiere
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Biochimie
Etudiant_P00570,estOrienteVers,Parcours_Genie_Civil_et_Architecture
Etudiant_P00014,possede,Competence_sens_de_l_organisation
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Gestion_budgetaire
Etudiant_P01210,aCentreInteret,Interet_Musique
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Fabrication_mecanique
Parcours_Industries_Agroalimentaires,prepareA,Metier_Responsable_Qualite_et_Hygiene_HACCP
Etudiant_P00062,possede,Competence_sens_de_l_observation
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Algorithme
Etudiant_P01467,prefere,Matiere_Malgache
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Chimie_organique
Etudiant_P00062,aCentreInteret,Interet_Sante
Etudiant_P01509,prefere,Matiere_SVT
Etudiant_P01509,aCentreInteret,Interet_Sante
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Biochimie
Competence_Procedure_penale_Contentieux,estRequisePour,Metier_Expert_en_contentieux
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Theorie_des_jeux
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,developpe,Competence_Administration_et_optimisation_de_bases_de_donnees_SGBDR
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Vulgarisation_agricole_et_animation_rurale
Etudiant_P00697,possede,Competence_aisance_relationnelle
Parcours_Tourisme_Environnement_et_Hotellerie,developpe,Competence_Communication_touristique_et_pratique_des_langues_etrangeres_Anglais_Allemand_Fr
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Elements_finis
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Chimie_organique
Competence_Econometrie_Analyse_economique,estRequisePour,Metier_Analyste_economique
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,developpe,Competence_Utilisation_de_l_IA_appliquee_aux_contenus_multimedias
Parcours_Tourisme_Environnement_et_Hotellerie,enseigne,Matiere_Ecotourisme
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Automatique
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Assembleur
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_C
Etudiant_P01331,estOrienteVers,Parcours_Industries_Agroalimentaires
Etudiant_P00452,possede,Competence_curiosite
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Chimie_industrielle
Etudiant_P00452,prefere,Matiere_Francais
