profil_id,age,sexe,region,voie_bac,serie_bac,domaine_technique_bac,moyenne_generale,note_mathematiques,note_physique_chimie,note_svt,note_francais,note_malgache,note_anglais,note_histoire_geo,note_philosophie,note_economie,note_informatique,note_arts,note_eps,matieres_preferees,competences_declarees,centres_interet,activites_projets,preferences_professionnelles,environnement_travail_recherche,mention_recommandee,parcours_recommande,parcours_recommande_nom,profil_ambigu,parcours_alternatif_plausible
P00678,20,F,Vatovavy,Général,A1,,15.12,12.4,13.4,16.2,15.5,14.9,17.2,15.2,13.0,18.0,15.0,17.5,13.1,Anglais; Economie; Francais; Malgache; SVT,négociation et vente internationale; analyse financière et gestion budgétaire; créativité; aisance relationnelle; curiosité; gestion d'entreprise,Économie; Musique,gère les comptes d'une association d'élèves; s'intéresse à l'actualité économique et suit des chaînes d'information,Responsable Marketing,Contact clientèle/Relationnel,Droit et Techniques des Affaires,CAA,Commerce et Administration des Affaires,False,
P00679,18,M,Ihorombe,Professionnel et technique,MEMA,Industriel,13.24,13.6,13.8,11.6,14.5,11.7,14.0,13.4,12.7,8.4,14.7,16.6,13.9,Anglais; EPS; Francais; Informatique; Physique_Chimie,sens de l'organisation; développement web et mobile multimédia; communication digitale et PAO; curiosité; aisance relationnelle; autonomie,Programmation; Technologie; Lecture,a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne; a participé à un club informatique ou de robotique au lycée,Webmaster,Mixte/Itinérant,Informatique et Télécommunications,IMTICIA,"Informatique Multimédia, Technologie de l'Information et de la Communication et Intelligence Artificielle",False,
P00680,19,F,Haute Matsiatra,Professionnel et technique,MEMA,Industriel,10.74,8.9,9.8,6.9,12.5,12.0,10.3,14.0,10.6,10.3,12.2,12.0,9.4,Francais; Histoire_Geo; Informatique; Mathematiques,esprit d'analyse; gestion des litiges commerciaux; droit foncier et minier; rigueur; droit des contrats et des sociétés,Entrepreneuriat,a organisé une petite activité commerciale ou un projet associatif; a participé à un club de débat ou un simulacre de procès au lycée; pratique un sport en club depuis plusieurs années,Assistant juridique,Bureau/Numérique,Droit et Techniques des Affaires,DTJA,Droit et Techniques Juridiques des Affaires,False,
P00681,17,M,Diana,Professionnel et technique,TAMB,Industriel,14.75,16.6,18.5,13.8,14.1,12.8,13.2,16.4,13.0,15.2,16.2,15.3,11.9,Histoire_Geo; Informatique; Mathematiques; Physique_Chimie,"persévérance; conception assistée par ordinateur (AutoCAD); gestion de production industrielle; aisance relationnelle; créativité; sens de l'observation; automatismes (Grafcet, automates)",Électronique; Bricolage,a participé à un club de robotique ou de modélisme; a effectué un stage d'observation dans un atelier ou une usine,Ingénieur en automatisation et robotique industrielle; avoir un poste à responsabilités,Atelier/Industriel,Génie Industriel,EMII,Électromécanique et Informatique Industrielle,False,
P00682,18,F,Diana,Professionnel et technique,TFFI,Industriel,12.4,12.6,12.1,11.1,15.4,12.7,13.9,12.9,13.4,11.8,11.1,9.5,12.3,Anglais; Francais; Histoire_Geo; Malgache; Philosophie,rédaction d'actes juridiques; aisance relationnelle; sens de l'observation,Actualité et politique; Entrepreneuriat; Musique,a participé à un club de débat ou un simulacre de procès au lycée; participe à des activités associatives ou de bénévolat,Expert en contentieux d'affaires; Responsable des ressources humaines (volet juridique); avoir un poste à responsabilités,Bureau/Numérique,Droit et Techniques des Affaires,DTJA,Droit et Techniques Juridiques des Affaires,False,
P00683,19,F,Anosy,Général,C,,12.93,18.1,12.4,12.2,14.7,11.5,11.1,14.1,12.1,14.5,13.8,10.6,10.0,Economie; Francais; Histoire_Geo; Mathematiques,rigueur; aisance relationnelle; développement full-stack; persévérance; business intelligence,Jeux vidéo,a participé à un club informatique ou de robotique au lycée; participe à des activités associatives ou de bénévolat,Data Scientist,Mixte/Itinérant,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",True,IGGLIA
P00684,20,M,Analamanga,Professionnel et technique,TAMB,Industriel,7.99,9.5,6.4,8.6,7.6,9.4,6.5,7.7,8.9,6.9,7.4,7.9,9.1,EPS; Malgache; Mathematiques,"rigueur; développement full-stack; esprit d'analyse; conception logicielle (UML, Merise)",Réseaux sociaux et numérique; Musique,a suivi un tutoriel en ligne de programmation et créé un petit site web personnel; participe à des activités associatives ou de bénévolat,Architecte logiciel,Mixte/Itinérant,Informatique et Télécommunications,IGGLIA,"Informatique de Gestion, Génie Logiciel et Intelligence Artificielle",False,
P00685,18,F,Ihorombe,Professionnel et technique,TMEL,Industriel,14.04,16.9,11.9,14.7,13.7,13.9,11.2,12.3,13.5,13.0,18.5,15.1,13.8,Arts; Informatique,"esprit d'équipe; persévérance; autonomie; conception logicielle (UML, Merise); gestion de projets informatiques",Réseaux sociaux et numérique,a monté et dépanné des ordinateurs pour son entourage; a suivi un tutoriel en ligne de programmation et créé un petit site web personnel; pratique un sport en club depuis plusieurs années,Architecte logiciel,Bureau/Numérique,Informatique et Télécommunications,IGGLIA,"Informatique de Gestion, Génie Logiciel et Intelligence Artificielle",False,
P00686,18,M,Fitovinany,Professionnel et technique,MEMA,Industriel,13.72,17.5,14.0,13.1,13.6,12.2,13.4,10.8,13.1,11.8,19.7,12.0,13.4,Anglais; Francais; Informatique; Mathematiques; Physique_Chimie,"autonomie; créativité; curiosité; conception logicielle (UML, Merise)",Technologie,a monté et dépanné des ordinateurs pour son entourage,Expert en transformation digitale; Ingénieur en génie logiciel,Mixte/Itinérant,Informatique et Télécommunications,IGGLIA,"Informatique de Gestion, Génie Logiciel et Intelligence Artificielle",False,
P00687,17,F,Itasy,Professionnel et technique,TAG,Agricole,8.5,10.3,11.3,12.1,6.7,7.0,5.6,6.3,6.1,9.3,8.0,10.3,9.0,Mathematiques; Physique_Chimie; SVT,gestion de laboratoire d'analyses médicales; esprit d'équipe; aisance relationnelle; autonomie; sens de l'observation; formulation pharmaceutique,Agriculture; Sport,a réalisé un exposé scolaire sur la santé ou la biologie; s'occupe d'un petit élevage ou d'un jardin potager,Ingénieur de laboratoire médical; Chercheur en phyto-médicaments,Terrain/Extérieur,Biotechnologie et Agronomie,PIP,Pharmacologie et Industries Pharmaceutiques,False,
P00688,17,F,Sofia,Professionnel et technique,TOM,Industriel,12.3,13.3,11.4,12.1,14.1,13.9,10.2,11.8,10.7,8.8,17.0,14.3,10.0,Arts; Francais; Informatique,communication digitale et PAO; production et montage audiovisuel; sens de l'organisation; créativité; esprit d'analyse,Jeux vidéo; Programmation,a participé à un club informatique ou de robotique au lycée,Développeur multimédia; créer sa propre entreprise,Bureau/Numérique,Informatique et Télécommunications,IMTICIA,"Informatique Multimédia, Technologie de l'Information et de la Communication et Intelligence Artificielle",False,
P00689,20,M,Amoron'i Mania,Professionnel et technique,TAMB,Industriel,9.09,13.6,5.9,8.1,9.5,7.9,7.0,9.4,8.7,10.6,10.6,10.0,7.8,Economie; Informatique; Mathematiques,sens de l'observation; persévérance; analyse statistique et probabilités appliquées; traitement de données massives (Big Data); business intelligence,Robotique,a suivi un tutoriel en ligne de programmation et créé un petit site web personnel; a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne; participe à des activités associatives ou de bénévolat,Data Scientist; avoir un métier stable,Bureau/Numérique,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
P00690,19,F,Itasy,Professionnel et technique,ACTC,Tertiaire,13.57,10.5,14.0,12.8,14.2,14.2,11.4,17.7,14.9,13.2,13.9,13.9,12.2,Histoire_Geo; Malgache; Mathematiques; Philosophie,comptabilité générale et analytique; sens de l'observation; persévérance; aisance relationnelle; esprit d'analyse,Économie; Gestion; Sport,a organisé une petite activité commerciale ou un projet associatif,Responsable des ressources humaines (volet juridique); Chargé de conformité,Bureau/Numérique,Droit et Techniques des Affaires,DTJA,Droit et Techniques Juridiques des Affaires,True,FIC
P00691,19,M,Alaotra-Mangoro,Professionnel et technique,MEMA,Industriel,7.28,6.1,6.9,5.7,8.4,6.8,11.0,7.3,8.3,6.4,6.0,8.4,6.1,Arts; EPS; Francais; Histoire_Geo; Philosophie,rigueur; sens de l'organisation; autonomie; langues étrangères; conception de produits touristiques; aisance relationnelle; management hôtelier et restauration,Hôtellerie; Langues étrangères; Bénévolat associatif,a organisé un voyage ou un événement pour son groupe d'amis; aime cuisiner et découvrir des plats d'autres cultures,Organisateur d'événements (MICE),Mixte/Itinérant,Tourisme,TEH,"Tourisme, Environnement et Hôtellerie",False,
P00692,19,M,Androy,Professionnel et technique,SS,Tertiaire,8.81,12.0,10.0,6.9,7.3,7.5,10.5,7.9,8.7,12.5,8.6,8.0,5.8,Anglais; Economie; Mathematiques; Physique_Chimie,pilotage et planification de projets; management stratégique; esprit d'équipe; autonomie; créativité; gestion financière prévisionnelle,Gestion; Entrepreneuriat; Sport,a participé à un club de débat ou un simulacre de procès au lycée; gère les comptes d'une association d'élèves; pratique un sport en club depuis plusieurs années,Consultant en management; Responsable suivi-évaluation de projets,Bureau/Numérique,Droit et Techniques des Affaires,EMP,Économie et Management de Projet,False,
P00693,19,F,Fitovinany,Professionnel et technique,TMEL,Industriel,13.18,15.3,12.6,10.5,11.5,11.4,11.9,12.7,12.4,12.0,15.7,18.0,14.2,Anglais; Arts; EPS; Mathematiques,"administration de bases de données; développement full-stack; aisance relationnelle; esprit d'analyse; programmation multi-langages (Java, C#, PHP, JavaScript); créativité; esprit d'équipe",Jeux vidéo; Musique,a monté et dépanné des ordinateurs pour son entourage; a participé à un club informatique ou de robotique au lycée; participe à des activités associatives ou de bénévolat,Ingénieur en génie logiciel; Expert en transformation digitale; avoir un poste à responsabilités,Bureau/Numérique,Informatique et Télécommunications,IGGLIA,"Informatique de Gestion, Génie Logiciel et Intelligence Artificielle",False,
P00694,17,F,Betsiboka,Professionnel et technique,TPFM,Industriel,10.45,6.2,10.0,10.2,10.7,12.7,9.0,10.0,14.1,12.2,10.0,10.0,10.3,Economie; Francais; Malgache; Philosophie,curiosité; droit des contrats et des sociétés; droit foncier et minier; sens de l'organisation; créativité; rigueur,Débat et droit; Entrepreneuriat,a participé à un club de débat ou un simulacre de procès au lycée; a organisé une petite activité commerciale ou un projet associatif; a occupé un petit job ou une activité rémunérée pendant les vacances,Assistant juridique; Expert en contentieux d'affaires,Bureau/Numérique,Droit et Techniques des Affaires,DTJA,Droit et Techniques Juridiques des Affaires,False,
P00695,20,M,Alaotra-Mangoro,Général,A2,,12.69,13.3,12.1,13.0,14.3,13.5,12.8,9.6,11.5,12.1,13.3,13.9,12.9,Arts; Francais; Malgache,persévérance; biochimie et R&D; normes HACCP et microbiologie; aisance relationnelle,Animaux; Agriculture,a participé à un club de sciences naturelles ou d'écologie; a occupé un petit job ou une activité rémunérée pendant les vacances,Ingénieur de production en industrie agroalimentaire; Consultant qualité,Laboratoire/Recherche,Biotechnologie et Agronomie,IAA,Industries Agroalimentaires,False,
P00696,18,M,Melaky,Professionnel et technique,TEV,Agricole,11.32,9.9,13.2,17.4,10.2,8.9,12.5,10.6,10.9,8.5,11.4,11.4,11.0,Anglais; Informatique; Physique_Chimie; SVT,curiosité; esprit d'analyse; normes HACCP et microbiologie; sens de l'observation; sécurité alimentaire; biochimie et R&D; esprit d'équipe,Animaux; Santé; Bénévolat associatif,s'occupe d'un petit élevage ou d'un jardin potager; aide régulièrement dans l'exploitation agricole familiale,Consultant qualité,Terrain/Extérieur,Biotechnologie et Agronomie,IAA,Industries Agroalimentaires,False,
P00697,20,M,Bongolava,Professionnel et technique,TOM,Industriel,11.03,11.9,15.4,7.6,10.1,10.9,10.2,10.3,11.3,13.4,9.0,12.5,9.8,Arts; Economie; Physique_Chimie,"rigueur; traitement du signal et automatique; administration de réseaux (GSM, TCP/IP); persévérance",Jeux vidéo; Robotique; Réseaux sociaux,a participé à un club informatique ou de robotique au lycée; a monté et dépanné des ordinateurs pour son entourage; participe à des activités associatives ou de bénévolat,Spécialiste en robotique et domotique; Ingénieur en télécommunications,Bureau/Numérique,Informatique et Télécommunications,ESIIA,"Électronique, Systèmes Informatiques et Intelligence Artificielle",False,
P00698,18,F,Atsinanana,Professionnel et technique,TPFM,Industriel,13.68,13.5,15.4,15.2,13.3,11.1,15.1,13.5,15.2,13.1,11.9,13.1,13.7,EPS; Philosophie; Physique_Chimie,"esprit d'analyse; automatismes (Grafcet, automates); créativité; esprit d'équipe; conception assistée par ordinateur (AutoCAD)",Mécanique; Musique,a démonté et réparé des appareils électroménagers ou mécaniques par curiosité; aide régulièrement à l'entretien de véhicules en famille,Ingénieur en électrotechnique; Ingénieur en bureau d'études mécanique; avoir un métier stable,Atelier/Industriel,Génie Industriel,EMII,Électromécanique et Informatique Industrielle,False,
P00699,19,M,Atsimo-Atsinanana,Général,A1,,13.09,13.9,14.0,14.0,13.9,11.3,11.1,13.2,9.9,13.6,14.0,14.1,14.1,Arts; EPS; SVT,analyse économique et économétrie; management stratégique; aisance relationnelle; sens de l'organisation; négociation et vente internationale; curiosité; rigueur,Actualité et politique; Entrepreneuriat; Bénévolat associatif,s'intéresse à l'actualité économique et suit des chaînes d'information,Responsable suivi-évaluation de projets; travailler à l'international,Bureau/Numérique,Droit et Techniques des Affaires,EMP,Économie et Management de Projet,True,CAA
P00700,20,M,Vatovavy,Professionnel et technique,TMF,Industriel,9.56,9.0,6.0,8.3,8.6,9.1,10.5,10.6,8.9,14.8,9.7,9.9,9.3,Anglais; Arts; Economie; Histoire_Geo; Informatique,aisance relationnelle; rigueur; analyse économique et économétrie,Gestion; Réseaux sociaux,gère les comptes d'une association d'élèves; a participé à un club de débat ou un simulacre de procès au lycée,Analyste économique; contribuer au développement de Madagascar,Contact clientèle/Relationnel,Droit et Techniques des Affaires,EMP,Économie et Management de Projet,False,
P00701,17,F,Atsimo-Atsinanana,Professionnel et technique,PCBTP,Génie civil / BTP,10.16,13.3,14.1,9.5,9.2,10.3,8.5,9.4,8.5,10.9,8.3,9.6,10.3,EPS; Economie; Malgache; Mathematiques; Physique_Chimie,calcul de structures (RDM); ingénierie des infrastructures routières et hydrauliques; persévérance; autonomie; esprit d'analyse,Urbanisme; Réseaux sociaux,a réalisé des maquettes ou des plans de construction pour un projet scolaire; aime dessiner des plans de maisons ou des croquis d'aménagement,Ingénieur en Bureau d'Études; Architecte junior,Chantier/BTP,Génie Civil et Architecture,GCA,Génie Civil et Architecture,False,
P00702,18,M,Vatovavy,Professionnel et technique,TAMB,Industriel,14.63,13.5,18.4,13.2,14.0,15.2,14.2,14.4,13.7,13.7,14.4,15.2,15.7,Anglais; Arts; Malgache; Physique_Chimie,créativité; électronique de puissance; sens de l'organisation; conception assistée par ordinateur (AutoCAD); maintenance industrielle pluridisciplinaire; esprit d'analyse; persévérance,Industrie; Mécanique,a démonté et réparé des appareils électroménagers ou mécaniques par curiosité,Concepteur de systèmes IoT industriels; Ingénieur en bureau d'études mécanique,Terrain/Extérieur,Génie Industriel,EMII,Électromécanique et Informatique Industrielle,False,
P00703,17,F,Sofia,Professionnel et technique,TPFM,Industriel,13.22,11.6,11.0,15.4,11.8,14.1,16.8,12.9,12.8,13.8,11.3,14.3,12.8,Anglais; Arts; SVT,autonomie; connaissance du patrimoine environnemental et culturel malgache; accueil et relation client; sens de l'organisation; rigueur; aisance relationnelle,Gastronomie; Langues étrangères; Bénévolat associatif,pratique l'anglais ou une autre langue étrangère en autodidacte,Gestionnaire de sites protégés,Mixte/Itinérant,Tourisme,TEH,"Tourisme, Environnement et Hôtellerie",True,TEE
P00704,18,M,Atsinanana,Professionnel et technique,TMEL,Industriel,11.17,12.4,13.9,8.7,14.8,9.6,10.6,11.6,10.0,10.6,12.4,8.7,10.7,Francais; Mathematiques; Physique_Chimie,sens de l'organisation; rigueur; créativité; maintenance industrielle pluridisciplinaire; aisance relationnelle; électronique de puissance,Automobile et aéronautique,a effectué un stage d'observation dans un atelier ou une usine; a participé à un club de robotique ou de modélisme,Responsable de production en usine,Atelier/Industriel,Génie Industriel,EMII,Électromécanique et Informatique Industrielle,False,
P00705,20,M,Alaotra-Mangoro,Professionnel et technique,PCBTP,Génie civil / BTP,10.99,13.8,11.0,10.0,11.1,10.9,11.1,10.2,9.9,14.1,9.0,9.7,11.1,Anglais; Economie; Francais; Mathematiques,audit financier; esprit d'équipe; curiosité; sens de l'observation,Économie; Musique,a organisé une petite activité commerciale ou un projet associatif,Directeur Administratif et Financier,Contact clientèle/Relationnel,Droit et Techniques des Affaires,FIC,Finances et Comptabilité,False,
P00706,20,M,Alaotra-Mangoro,Général,L,,10.89,10.5,10.9,10.5,9.7,8.0,9.1,13.7,10.7,15.3,11.2,10.1,11.0,Economie; Histoire_Geo; Informatique,aisance relationnelle; gestion financière prévisionnelle; pilotage et planification de projets; analyse économique et économétrie; esprit d'analyse,Économie; Lecture,s'intéresse à l'actualité économique et suit des chaînes d'information; a organisé une petite activité commerciale ou un projet associatif,Consultant en management,Contact clientèle/Relationnel,Droit et Techniques des Affaires,EMP,Économie et Management de Projet,False,
P00707,20,M,Analamanga,Professionnel et technique,MEMA,Industriel,10.35,12.6,9.9,10.3,8.6,12.3,8.6,13.0,9.8,12.5,9.6,8.6,8.4,Economie; Histoire_Geo; Malgache; Mathematiques; SVT,sens de l'organisation; management stratégique; rigueur; pilotage et planification de projets; analyse économique et économétrie,Gestion,a organisé une petite activité commerciale ou un projet associatif; a participé à un club de débat ou un simulacre de procès au lycée,Planificateur stratégique,Bureau/Numérique,Droit et Techniques des Affaires,EMP,Économie et Management de Projet,False,
P00708,17,M,Itasy,Professionnel et technique,TMEL,Industriel,10.82,10.3,9.9,8.6,11.0,11.7,13.9,13.8,8.5,9.2,11.6,13.0,8.4,Anglais; Arts; Histoire_Geo; Malgache,conception de produits touristiques; créativité; esprit d'équipe; rigueur; gestion environnementale de sites touristiques; sens de l'observation,Cultures du monde; Voyage,aime cuisiner et découvrir des plats d'autres cultures,Directeur d'établissement hôtelier; Organisateur d'événements (MICE); avoir un métier stable,Contact clientèle/Relationnel,Tourisme,TEH,"Tourisme, Environnement et Hôtellerie",False,
P00709,20,F,Amoron'i Mania,Professionnel et technique,TOM,Industriel,9.76,8.5,11.7,8.6,11.5,11.6,9.3,9.1,8.7,7.3,10.8,9.5,10.5,Francais; Informatique; Malgache; Physique_Chimie,autonomie; aisance relationnelle; curiosité; systèmes embarqués et IoT,Réseaux sociaux et numérique,a monté et dépanné des ordinateurs pour son entourage; participe à des activités associatives ou de bénévolat,Ingénieur système et réseau; avoir un métier stable,Bureau/Numérique,Informatique et Télécommunications,ESIIA,"Électronique, Systèmes Informatiques et Intelligence Artificielle",False,
P00710,19,F,Menabe,Général,D,,14.07,16.1,13.9,12.5,11.4,14.4,13.3,13.7,11.7,19.0,13.7,15.0,14.2,Arts; Economie; Mathematiques,sens de l'organisation; aisance relationnelle; fiscalité d'entreprise; analyse financière et gestion budgétaire; négociation et vente internationale; curiosité; rigueur,Actualité et politique; Gestion; Réseaux sociaux,gère les comptes d'une association d'élèves,Contrôleur de gestion; avoir un poste à responsabilités,Contact clientèle/Relationnel,Droit et Techniques des Affaires,FIC,Finances et Comptabilité,True,CAA
P00711,17,F,Diana,Technologique,TGI,Industriel,9.64,14.3,11.2,8.5,7.4,9.1,9.5,10.9,7.0,8.2,12.6,6.5,10.5,Histoire_Geo; Informatique; Mathematiques; Physique_Chimie,aisance relationnelle; curiosité; design UI/UX; développement full-stack; production et montage audiovisuel; sens de l'organisation,Réseaux sociaux et numérique,a suivi un tutoriel en ligne de programmation et créé un petit site web personnel; a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne,Architecte logiciel; Consultant en systèmes d'information et IA,Bureau/Numérique,Informatique et Télécommunications,IGGLIA,"Informatique de Gestion, Génie Logiciel et Intelligence Artificielle",True,IMTICIA
P00712,19,F,Anosy,Professionnel et technique,TMA,Industriel,9.22,14.8,8.9,7.2,7.8,9.3,7.5,8.5,8.4,8.4,13.6,7.2,9.0,Informatique; Malgache; Mathematiques,esprit d'analyse; administration de bases de données; aisance relationnelle; gestion de projets informatiques,Robotique; Bénévolat associatif,a suivi un tutoriel en ligne de programmation et créé un petit site web personnel,Chef de projet informatique; Administrateur de bases de données,Bureau/Numérique,Informatique et Télécommunications,IGGLIA,"Informatique de Gestion, Génie Logiciel et Intelligence Artificielle",True,IMTICIA
P00713,19,F,Atsimo-Atsinanana,Technologique,TGI,Industriel,11.16,11.6,8.6,8.6,13.0,10.1,12.0,9.9,11.8,11.7,14.1,13.8,8.7,Arts; EPS; Informatique,esprit d'analyse; sens de l'observation; sens de l'organisation; production et montage audiovisuel; autonomie,Technologie; Programmation; Lecture,a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne,Spécialiste en communication digitale / Community Manager; Directeur artistique numérique / Motion Designer; travailler à l'international,Bureau/Numérique,Informatique et Télécommunications,IMTICIA,"Informatique Multimédia, Technologie de l'Information et de la Communication et Intelligence Artificielle",False,
P00714,18,M,Anosy,Professionnel et technique,EN,Industriel,9.69,10.0,8.8,9.5,11.1,7.0,8.1,10.0,8.4,13.3,9.2,11.2,9.7,Arts; Economie; Francais; Mathematiques,négociation et vente internationale; aisance relationnelle; gestion d'entreprise; persévérance,Entrepreneuriat; Débat et droit; Lecture,a participé à un club de débat ou un simulacre de procès au lycée,Analyste économique; Consultant en management; créer sa propre entreprise,Bureau/Numérique,Droit et Techniques des Affaires,EMP,Économie et Management de Projet,True,CAA
P00715,20,M,Itasy,Professionnel et technique,CCBTP,Génie civil / BTP,15.07,13.4,14.7,13.5,14.5,15.3,16.9,15.7,14.5,17.2,14.0,15.5,15.6,Anglais; EPS; Economie; Histoire_Geo,stratégie marketing et commerciale; sens de l'organisation; négociation et vente internationale; persévérance,Économie; Entrepreneuriat; Bénévolat associatif,a participé à un club de débat ou un simulacre de procès au lycée; a organisé une petite activité commerciale ou un projet associatif,Manager de PME/PMI,Contact clientèle/Relationnel,Droit et Techniques des Affaires,CAA,Commerce et Administration des Affaires,False,
P00716,19,M,Androy,Général,S,,12.59,14.3,14.8,14.3,11.7,12.0,11.2,11.8,10.4,14.3,11.6,13.0,11.7,Arts; Economie; Mathematiques; Physique_Chimie; SVT,autonomie; pharmacologie; sens de l'organisation; esprit d'équipe; sens de l'observation; raffinage et pétrochimie; génie des procédés chimiques,Animaux; Automobile et aéronautique,aide régulièrement à l'entretien de véhicules en famille; aide régulièrement dans l'exploitation agricole familiale,Responsable de production pharmaceutique; Responsable contrôle qualité; avoir un métier stable,Terrain/Extérieur,Biotechnologie et Agronomie,PIP,Pharmacologie et Industries Pharmaceutiques,True,ICMP
P00717,18,F,Bongolava,Professionnel et technique,TMF,Industriel,8.83,12.3,6.9,7.8,6.8,7.7,9.9,9.0,5.4,10.1,8.7,8.5,12.9,Anglais; EPS; Economie; Histoire_Geo; Mathematiques,analyse statistique et probabilités appliquées; business intelligence; esprit d'analyse; curiosité; créativité,Jeux vidéo; Musique,a participé à un club informatique ou de robotique au lycée,Ingénieur Machine Learning; Analyste Big Data; contribuer au développement de Madagascar,Bureau/Numérique,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
P00718,20,M,Bongolava,Professionnel et technique,TPFM,Industriel,9.13,8.0,12.7,9.1,6.1,9.7,10.8,7.7,9.7,9.1,7.6,9.7,9.4,Anglais; Histoire_Geo; Malgache; Physique_Chimie,sens de l'organisation; esprit d'analyse; business intelligence; machine learning et deep learning; analyse statistique et probabilités appliquées,Réseaux sociaux et numérique; Jeux vidéo; Lecture,a participé à un club informatique ou de robotique au lycée; a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne; pratique un sport en club depuis plusieurs années,Data Analyst,Bureau/Numérique,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
P00719,19,F,Analanjirofo,Technologique,TGI,Industriel,12.78,13.2,12.7,12.5,11.1,14.1,10.4,15.8,8.6,15.7,13.7,13.4,12.2,Arts; Economie; Histoire_Geo; Informatique; Malgache,sens de l'observation; pilotage et planification de projets; esprit d'analyse; gestion financière prévisionnelle,Débat et droit; Sport,a organisé une petite activité commerciale ou un projet associatif; a participé à un club de débat ou un simulacre de procès au lycée,Responsable suivi-évaluation de projets; avoir un poste à responsabilités,Bureau/Numérique,Droit et Techniques des Affaires,EMP,Économie et Management de Projet,False,
P00720,20,F,Fitovinany,Technologique,TGI,Industriel,10.43,12.4,12.4,12.1,10.0,9.2,9.2,11.0,9.8,8.9,13.0,10.3,6.8,Informatique; Mathematiques; Physique_Chimie; SVT,esprit d'équipe; développement full-stack; gestion de projets informatiques; persévérance; curiosité,Réseaux sociaux et numérique; Programmation; Lecture,a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne; a occupé un petit job ou une activité rémunérée pendant les vacances,Chef de projet informatique; avoir un poste à responsabilités,Bureau/Numérique,Informatique et Télécommunications,IGGLIA,"Informatique de Gestion, Génie Logiciel et Intelligence Artificielle",False,
P00721,17,M,Betsiboka,Professionnel et technique,PCBTP,Génie civil / BTP,14.2,15.4,13.6,12.2,14.8,13.9,17.1,12.3,15.3,15.0,13.6,14.1,13.1,Anglais; Mathematiques; Philosophie,esprit d'analyse; gestion environnementale de sites touristiques; autonomie; esprit d'équipe; accueil et relation client; sens de l'observation,Gastronomie,aime cuisiner et découvrir des plats d'autres cultures; a effectué un stage d'observation dans un hôtel ou une agence de voyage,Gestionnaire de sites protégés; Chef de produit touristique,Contact clientèle/Relationnel,Tourisme,TEH,"Tourisme, Environnement et Hôtellerie",False,
P00722,18,M,Anosy,Professionnel et technique,TMF,Industriel,13.29,14.3,16.1,9.0,13.4,10.8,13.9,11.7,13.1,14.6,13.9,14.4,14.3,Arts; Economie; Mathematiques; Physique_Chimie,"esprit d'analyse; maintenance industrielle pluridisciplinaire; sens de l'organisation; automatismes (Grafcet, automates); curiosité; esprit d'équipe; conception assistée par ordinateur (AutoCAD)",Industrie; Bricolage; Bénévolat associatif,a démonté et réparé des appareils électroménagers ou mécaniques par curiosité; aide régulièrement à l'entretien de véhicules en famille; participe à des activités associatives ou de bénévolat,Ingénieur en bureau d'études mécanique; Concepteur de systèmes IoT industriels; contribuer au développement de Madagascar,Terrain/Extérieur,Génie Industriel,EMII,Électromécanique et Informatique Industrielle,False,
P00723,20,F,Bongolava,Professionnel et technique,TAG,Agricole,12.38,12.2,15.4,14.8,11.0,12.5,10.8,12.0,11.4,11.1,12.6,12.2,12.6,EPS; Informatique; Malgache; Physique_Chimie; SVT,créativité; sens de l'observation; esprit d'analyse; transformation agroalimentaire; biochimie et R&D; curiosité,Animaux; Bénévolat associatif,a réalisé un exposé scolaire sur la santé ou la biologie; s'occupe d'un petit élevage ou d'un jardin potager; participe à des activités associatives ou de bénévolat,Consultant qualité; Chef de production,Terrain/Extérieur,Biotechnologie et Agronomie,IAA,Industries Agroalimentaires,False,
P00724,17,M,Atsimo-Atsinanana,Professionnel et technique,DAMB,Industriel,10.68,11.5,14.3,12.9,10.3,8.0,7.9,9.4,11.3,9.6,11.0,11.8,10.1,Arts; Mathematiques; Physique_Chimie; SVT,raffinage et pétrochimie; sens de l'organisation; génie des procédés chimiques; autonomie; hygiène sécurité environnement (HSE); curiosité; aisance relationnelle,Électronique; Automobile et aéronautique; Sport,a démonté et réparé des appareils électroménagers ou mécaniques par curiosité; a participé à un club de robotique ou de modélisme; pratique un sport en club depuis plusieurs années,Ingénieur de laboratoire d'analyses,Atelier/Industriel,Génie Industriel,ICMP,"Industries Chimiques, Minières et Pétrolières",False,
